subject,predicate,object
482369,hasDescription,"Paper and paperboard; trays, dishes, plates, cups and the like, of paper or paperboard other than of bamboo"
482370,hasDescription,Paper pulp; moulded or pressed articles or paper pulp
482390,hasDescription,"Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres; articles n.e.c. in heading no. 4823"
490110,hasDescription,"Printed matter; in single sheets, whether or not folded"
490191,hasDescription,"Printed matter; dictionaries, encyclopaedias and serial instalments thereof"
490199,hasDescription,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91"
490210,hasDescription,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week"
490290,hasDescription,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week"
490300,hasDescription,"Printed matter; children's picture, drawing or colouring books"
490400,hasDescription,"Music; printed or in manuscript, whether or not bound or illustrated"
490520,hasDescription,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar"
490590,hasDescription,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar"
490600,hasDescription,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies"
490700,hasDescription,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title"
490810,hasDescription,"Printed matter; transfers (decalcomanias), vitrifiable"
490890,hasDescription,"Printed matter; transfers (decalcomanias), other than vitrifiable"
490900,hasDescription,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings"
491000,hasDescription,"Calendars; printed, of any kind, including calendar blocks"
491110,hasDescription,"Printed matter; trade advertising material, commercial catalogues and the like"
491191,hasDescription,"Printed matter; pictures, designs and photographs, n.e.c. in item no. 4911.10"
491199,hasDescription,Printed matter; n.e.c. in heading no. 4911
500100,hasDescription,Silk; silk-worm cocoons suitable for reeling
500200,hasDescription,Silk; raw silk (not thrown)
500300,hasDescription,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)"
500400,hasDescription,"Silk; yarn (other than yarn spun from silk waste), not put up for retail sale"
500500,hasDescription,"Silk; yarn spun from silk waste, not put up for retail sale"
500600,hasDescription,"Silk yarn and yarn spun from silk waste; put up for retail sale, and silk-worm gut"
500710,hasDescription,Silk; woven fabrics of noil silk
500720,hasDescription,"Silk; woven fabrics, containing 85% or more by weight of silk or of silk waste other than noil silk"
500790,hasDescription,Silk; woven fabrics n.e.c. in heading no. 5007
510111,hasDescription,"Wool; (not carded or combed), greasy (including fleece-washed wool), shorn"
510119,hasDescription,"Wool; (other than shorn), greasy (including fleece-washed wool), not carded or combed"
510121,hasDescription,"Wool; (not carded or combed), degreased, (not carbonised), shorn"
510129,hasDescription,"Wool; (not carded or combed), degreased, (not carbonised), (other than shorn)"
510130,hasDescription,"Wool; (not carded or combed), carbonised"
510211,hasDescription,"Hair; fine animal hair, not carded or combed, of kashmir (cashmere) goats"
510219,hasDescription,"Hair; fine animal hair, not carded or combed, other than of kashmir (cashmere) goats"
510220,hasDescription,"Hair; coarse animal hair, not carded or combed"
510310,hasDescription,"Wool and hair; noils of wool or of fine animal hair, including yarn waste, but excluding garnetted stock"
510320,hasDescription,"Wool and hair; waste of wool or of fine animal hair, including yarn waste, but excluding garnetted stock and noils of wool or of fine animal hair"
510330,hasDescription,"Wool and hair; waste of coarse animal hair, including yarn waste, but excluding garnetted stock"
510400,hasDescription,Wool and hair; garnetted stock of wool or of fine or coarse animal hair
510510,hasDescription,Wool; carded
510521,hasDescription,"Wool; wool tops and other combed wool, in fragments"
510529,hasDescription,"Wool; wool tops and other combed wool, other than in fragments"
510531,hasDescription,"Hair; fine animal hair, carded or combed, of kashmir (cashmere) goats"
510539,hasDescription,"Hair; fine animal hair, carded or combed, other than of kashmir (cashmere) goats"
510540,hasDescription,"Hair; coarse animal hair, carded or combed"
510610,hasDescription,"Yarn; of carded wool, containing 85% or more by weight of wool, not put up for retail sale"
510620,hasDescription,"Yarn; of carded wool, containing less than 85% by weight of wool, not put up for retail sale"
510710,hasDescription,"Yarn; of combed wool, containing 85% or more by weight of wool, not put up for retail sale"
510720,hasDescription,"Yarn; of combed wool, containing less than 85% by weight of wool, not put up for retail sale"
510810,hasDescription,"Yarn; of fine animal hair, carded, not put up for retail sale"
510820,hasDescription,"Yarn; of fine animal hair, combed, not put up for retail sale"
510910,hasDescription,"Yarn; of wool or of fine animal hair, containing 85% or more by weight of wool or fine animal hair, put up for retail sale"
510990,hasDescription,"Yarn; of wool or of fine animal hair, containing less than 85% by weight of wool or fine animal hair, put up for retail sale"
511000,hasDescription,"Yarn; of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale"
511111,hasDescription,"Fabrics, woven; of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight not exceeding 300g/m2"
511119,hasDescription,"Fabrics, woven; of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight exceeding 300g/m2"
511120,hasDescription,"Fabrics, woven; of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments"
511130,hasDescription,"Fabrics, woven; of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres"
511190,hasDescription,"Fabrics, woven; of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with fibres n.e.c. in heading no. 5111"
511211,hasDescription,"Fabrics, woven; of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight not exceeding 200g/m2"
511219,hasDescription,"Fabrics, woven; of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight exceeding 200g/m2"
511220,hasDescription,"Fabrics, woven; of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments"
511230,hasDescription,"Fabrics, woven; of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres"
511290,hasDescription,"Fabrics, woven; of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with fibres n.e.c. in heading no. 5112"
511300,hasDescription,"Fabrics, woven; of coarse animal hair or of horsehair"
520100,hasDescription,Cotton; not carded or combed
520210,hasDescription,Cotton; yarn waste (including thread waste)
520291,hasDescription,Cotton; garnetted stock waste
520299,hasDescription,Cotton; waste other than garnetted stock and yarn (including thread) waste
520300,hasDescription,Cotton; carded or combed
520411,hasDescription,"Cotton; sewing thread, containing 85% or more by weight of cotton, not put up for retail sale"
520419,hasDescription,"Cotton; sewing thread, containing less than 85% by weight of cotton, not put up for retail sale"
520420,hasDescription,"Cotton; sewing thread, put up for retail sale"
520511,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale"
520512,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale"
520513,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale"
520514,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale"
520515,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale"
520521,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale"
520522,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale"
520523,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale"
520524,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale"
520526,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 125 but not less than 106.38 decitex (over 80 but not over 94 metric number), not for retail sale"
520527,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 106.38 but not less than 83.33 decitex (over 94 but not over 120 metric number), not for retail sale"
520528,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, measuring less than 83.33 decitex (exceeding 120 metric number), not for retail sale"
520531,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale"
520532,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale"
520533,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale"
520534,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale"
520535,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, less than 125 decitex (exceeding 80 metric number), per single yarn, not for retail sale"
520541,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale"
520542,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale"
520543,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale"
520544,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale"
520546,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 124 to 106.38 decitex (81 to 94 metric number) per single yarn, not for retail sale"
520547,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 106.37 to 83.33 decitex (95 to 120 metric number) per single yarn, not for retail sale"
520548,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, less than 83.33 decitex (exceeding 120 metric number) per single yarn, not for retail sale"
520611,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, measuring 714.29 decitex or more (not exceeding 14 metric number), not for retail sale"
520612,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale"
520613,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale"
520614,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale"
520615,hasDescription,"Cotton yarn; (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale"
520621,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale"
520622,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale"
520623,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale"
520624,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale"
520625,hasDescription,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale"
520631,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale"
520632,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale"
520633,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale"
520634,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale"
520635,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale"
520641,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale"
520642,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale"
520643,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale"
520644,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale"
520645,hasDescription,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale"
520710,hasDescription,"Cotton yarn; (not sewing thread), containing 85% or more by weight of cotton, put up for retail sale"
520790,hasDescription,"Cotton yarn; (not sewing thread), containing less than 85% by weight of cotton, put up for retail sale"
520811,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing not more than 100g/m2"
520812,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520813,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2"
520819,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5208.1, weighing not more than 200g/m2"
520821,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing not more than 100g/m2"
520822,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520823,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2"
520829,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5208.2, weighing not more than 200g/m2"
520831,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing not more than 100g/m2"
520832,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520833,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2"
520839,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5208.3 weighing not more than 200g/m2"
520841,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing not more than 100g/m2"
520842,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 100g/m2 but not more than 200g/m2"
520843,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2"
520849,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5208.4, weighing not more than 200g/m2"
520851,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing not more than 100g/m2"
520852,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
520859,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5208.5, weighing not more than 200g/m2"
520911,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 200g/m2"
520912,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520919,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5209.1, weighing more than 200g/m2"
520921,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 200g/m2"
520922,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520929,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5209.2, weighing more than 200g/m2"
520931,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 200g/m2"
520932,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520939,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5209.3, weighing more than 200g/m2"
520941,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing more than 200g/m2"
520942,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 200g/m2, denim"
520943,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520949,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5209.4, weighing more than 200g/m2"
520951,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing more than 200g/m2"
520952,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, printed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520959,hasDescription,"Fabrics, woven; containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5209.5, weighing more than 200g/m2"
521011,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing 200g/m2 or less"
521019,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5210.1, weighing 200g/m2 or less"
521021,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, bleached, plain weave, weighing 200g/m2 or less"
521029,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, bleached, of weaves n.e.c. in item no. 5210.2"
521031,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, plain weave"
521032,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, 3-thread or 4-thread twill, including cross twill"
521039,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, of weaves n.e.c. in item no. 5210.3"
521041,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, of yarns of different colours, plain weave"
521049,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, of yarns of different colours, of weaves n.e.c. in item no. 5210.4"
521051,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, plain weave"
521059,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, of weaves n.e.c. in item no. 5210.5"
521111,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing more than 200g/m2"
521112,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, 3- or 4-thread twill, including cross twill, weighing more than 200g/m2"
521119,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5211.1, weighing more than 200g/m2"
521120,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, bleached"
521131,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, plain weave"
521132,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, 3-thread or 4-thread twill, including cross twill"
521139,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, of weaves n.e.c. in item no. 5211.3"
521141,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, plain weave"
521142,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, denim"
521143,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, 3-thread or 4-thread twill, including cross twill"
521149,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, of weaves n.e.c. in item no. 5211.4"
521151,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, plain weave"
521152,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, 3-thread or 4-thread twill, including cross twill"
521159,hasDescription,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, of weaves n.e.c. in item no. 5211.5"
521211,hasDescription,"Fabrics, woven; of cotton, unbleached, weighing not more than 200g/m2, n.e.c. in chapter 52"
521212,hasDescription,"Fabrics, woven; of cotton, bleached, weighing not more than 200g/m2, n.e.c. in chapter 52"
521213,hasDescription,"Fabrics, woven; of cotton, dyed, weighing not more than 200g/m2, n.e.c. in chapter 52"
521214,hasDescription,"Fabrics, woven; of cotton, of yarns of different colours, weighing not more than 200g/m2, n.e.c. in chapter 52"
521215,hasDescription,"Fabrics, woven; of cotton, printed, weighing not more than 200g/m2, n.e.c. in chapter 52"
521221,hasDescription,"Fabrics, woven; of cotton, unbleached, weighing more than 200g/m2, n.e.c. in chapter 52"
521222,hasDescription,"Fabrics, woven; of cotton, bleached, weighing more than 200g/m2, n.e.c. in chapter 52"
521223,hasDescription,"Fabrics, woven; of cotton, dyed, weighing more than 200g/m2, n.e.c. in chapter 52"
521224,hasDescription,"Fabrics, woven; of cotton, of yarns of different colours, weighing more than 200g/m2, n.e.c. in chapter 52"
521225,hasDescription,"Fabrics, woven; of cotton, printed, weighing more than 200g/m2, n.e.c. in chapter 52"
530110,hasDescription,"Flax; raw or retted, but not spun"
530121,hasDescription,"Flax; broken or scutched, but not spun"
530129,hasDescription,"Flax; hackled or otherwise processed, but not spun"
530130,hasDescription,"Flax; tow and waste, including yarn waste and garnetted stock"
530210,hasDescription,"Hemp (cannabis sativa L.); raw or retted, but not spun"
530290,hasDescription,"Hemp (cannabis sativa L.); processed (other than retted) (but not spun), true hemp tow and waste (including yarn waste and garnetted stock)"
530310,hasDescription,"Jute and other textile bast fibres; raw or retted, but not spun, (excluding flax, hemp (cannabis sativa L.), and ramie)"
530390,hasDescription,"Jute and other textile bast fibres; processed but not spun, tow and waste of these fibres, including yarn waste and garnetted stock (excluding flax, hemp (cannabis sativa L.), and ramie)"
530500,hasDescription,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)"
530610,hasDescription,"Yarn; of flax, single"
530620,hasDescription,"Yarn; of flax, multiple (folded) or cabled"
530710,hasDescription,"Yarn; of jute or of other textile bast fibres, single"
530720,hasDescription,"Yarn; of jute or of other textile bast fibres, multiple (folded) or cabled"
530810,hasDescription,Yarn; of coir
530820,hasDescription,Yarn; of hemp (cannabis sativa L.)
530890,hasDescription,"Yarn; of vegetable textile fibres n.e.c. in heading no. 5306, 5307 and 5308"
530911,hasDescription,"Fabrics, woven; of flax, containing 85% or more flax, unbleached or bleached"
530919,hasDescription,"Fabrics, woven; of flax, containing 85% or more flax, other than bleached or unbleached"
530921,hasDescription,"Fabrics, woven; of flax, containing less than 85% flax, unbleached or bleached"
530929,hasDescription,"Fabrics, woven; of flax, containing less than 85% flax, other than unbleached or bleached"
531010,hasDescription,"Fabrics, woven; of jute or of other textile bast fibres of heading no. 5303, unbleached"
531090,hasDescription,"Fabrics, woven; of jute or of other textile bast fibres of heading no. 5303, other than unbleached"
531100,hasDescription,"Fabrics, woven; of vegetable textile fibres n.e.c. in heading no. 5309 and 5310, woven fabrics of paper yarn"
540110,hasDescription,"Sewing thread; of synthetic filaments, whether or not put up for retail sale"
540120,hasDescription,"Sewing thread; of artificial filaments, whether or not put up for retail sale"
540211,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity yarn of nylon or other polyamides, textured or not; of aramids, not for retail sale, not sewing thread"
540219,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity nylon or other polyamides, textured or not; other than aramids, not for retail sale, not sewing thread"
540220,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity yarn of polyesters, whether or not textured, not for retail sale, not sewing thread"
540231,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn not more than 50 decitex, not for retail sale, not sewing thread"
